cik,fyear,status_label,3_current_assets,3_total_assets,3_cost_of_goods_sold,3_total_long_term_debt,3_depreciation_and_amortization,3_ebit,3_ebitda,3_gross_profit,3_inventory,3_total_current_liabilities,3_net_income,3_retained_earnings,3_total_receivables,3_total_revenue,3_market_value,3_total_liabilities,3_net_sales,3_total_operating_expenses,2_current_assets,2_total_assets,2_cost_of_goods_sold,2_total_long_term_debt,2_depreciation_and_amortization,2_ebit,2_ebitda,2_gross_profit,2_inventory,2_total_current_liabilities,2_net_income,2_retained_earnings,2_total_receivables,2_total_revenue,2_market_value,2_total_liabilities,2_net_sales,2_total_operating_expenses,1_current_assets,1_total_assets,1_cost_of_goods_sold,1_total_long_term_debt,1_depreciation_and_amortization,1_ebit,1_ebitda,1_gross_profit,1_inventory,1_total_current_liabilities,1_net_income,1_retained_earnings,1_total_receivables,1_total_revenue,1_market_value,1_total_liabilities,1_net_sales,1_total_operating_expenses
C192,2003,alive,26.608,40.12300000000001,18.989,0.0,1.431,3.018,4.449,11.546,13.795,5.485,7.546,11.057,3.103,30.535,33.9915,5.485,30.535,26.086,19.084,30.939,18.974,0.0,1.902,2.991,4.893,12.987,10.378,4.093,2.959,3.511,2.152,31.961,24.3381,4.154,31.961,27.068,14.304,27.772,22.09,0.0,2.645,-6.876,-4.231,6.646,9.437,3.913,-7.138999999999999,0.552,4.521,28.736,28.188,4.0,28.736,32.967
C193,2011,alive,1577.0,24314.0,1860.0,12605.0,1116.0,1884.0,3000.0,3000.0,175.0,2148.0,206.0,-3089.0,644.0,4860.0,20518.284,17179.0,4860.0,1860.0,1552.0,25270.0,1689.0,13517.0,942.0,1985.0,2927.0,2927.0,169.0,2565.0,806.0,-3185.0,500.0,4616.0,9690.4938,18508.0,4616.0,1689.0,2008.0,22505.0,1670.0,13391.0,867.0,2094.0,2961.0,2961.0,175.0,2686.0,-534.0,-3910.0,553.0,4631.0,6893.5824,18369.0,4631.0,1670.0
C194,2006,alive,348.269,681.86,733.303,199.689,25.948,82.72399999999998,108.672,196.489,107.929,107.463,45.413,227.649,181.123,929.792,568.1742,359.434,929.792,821.12,316.081,613.569,590.106,200.146,23.81900000000001,77.848,101.667,171.613,71.467,89.23100000000002,46.867,186.388,148.928,761.7189999999997,578.8513,342.759,761.7189999999997,660.052,204.535,480.708,435.762,156.858,18.054,55.908,73.962,137.214,62.129,63.197,20.506,143.54,121.091,572.976,471.61800000000005,265.666,572.976,499.014
C195,2010,alive,199.468,372.944,206.706,27.476,19.0,18.469,37.469,148.519,41.649,73.53699999999998,14.065,117.351,90.671,355.225,302.8516,115.924,355.225,317.756,197.501,374.145,221.424,26.352,19.7,12.464,32.164,138.548,40.655,99.354,-20.065,99.454,86.249,359.972,221.1105,137.054,359.972,327.80800000000005,232.781,327.365,201.156,9.25,12.498,19.624,32.122,133.889,35.67,67.362,20.471,107.953,96.316,335.045,392.9136,84.62299999999998,335.045,302.923
C196,2002,alive,8.613,34.096,40.872,8.625,1.564,2.489,4.053,12.725,0.418,6.188,1.244,-8.359,0.416,53.597,0.3496,14.813,53.597,49.544,7.331,32.761,39.597,8.684,3.954,1.166,5.12,14.217,0.36,6.037999999999999,-13.569,-9.603,1.163,53.81399999999999,3.2461,14.722,53.81399999999999,48.694,7.3279999999999985,47.995,38.265,10.093,3.872,7.983,11.855,22.403,0.3939999999999999,6.294,6.269,3.966,0.53,60.668,1.8728,16.387,60.668,48.813
C197,2001,alive,6.587999999999999,36.946,16.125,10.886,1.954,3.725,5.678999999999999,9.319,0.278,7.291,3.324,-4.162,2.852,25.44400000000001,11.6754,19.048,25.44400000000001,19.765,5.97,34.642,15.574000000000002,13.383,1.995,3.849,5.843999999999999,9.673,0.2739999999999999,5.472,1.694,-7.431,2.8680000000000003,25.247,10.863,19.692,25.247,19.403,6.388999999999999,35.026,13.824000000000002,14.213,1.666,3.349,5.015,8.84,0.15,5.74,2.707,-9.131,2.968,22.664,19.65,20.778,22.664,17.649
C198,2014,alive,281.496,717.923,134.679,146.47799999999995,50.327,6.18,56.507,312.654,25.831,67.945,-29.532,-503.749,76.97399999999998,447.333,404.3124,263.277,447.333,390.826,239.313,710.709,154.759,0.0,45.935,19.1,65.035,323.808,23.897,71.586,-5.214,-474.724,82.363,478.567,595.3021,123.084,478.567,413.532,363.23800000000006,712.959,166.426,0.0,48.664,29.702,78.366,335.343,20.31900000000001,102.589,-11.08,-468.81300000000016,84.10600000000002,501.769,642.096,137.856,501.769,423.403
C199,2011,failed,267.369,388.478,266.942,263.384,18.045,-52.441,-34.396,-34.396,68.499,70.497,-306.072,-1081.189,39.153,232.546,62.8551,363.429,232.546,266.942,353.682,688.321,288.0370000000001,276.879,32.708,-66.329,-33.621,-33.621,61.495,77.29,-455.896,-776.084,72.021,254.416,199.014,390.322,254.416,288.0370000000001,450.106,1069.178,257.574,337.662,33.515,25.204,58.719,58.719,74.266,59.687,12.456,-314.205,69.382,316.293,647.2776,407.05,316.293,257.574
C200,2005,alive,2151.564,3878.978,3746.618,430.5,132.39600000000002,298.605,431.001,850.398,532.638,1637.7620000000006,238.242,1936.201,526.962,4597.016,3621.7085,2389.8160000000007,4597.016,4166.015,1589.4489999999994,3178.592,3367.919000000001,513.68,128.687,278.783,407.47,798.5010000000003,459.637,929.667,235.528,1805.498,410.382,4166.42,3738.7343,1764.28,4166.42,3758.95,1393.56,2933.003,2952.736,390.565,127.672,269.595,397.267,761.757,442.787,948.015,234.223,1603.405,400.043,3714.493,3726.0795,1647.604,3714.493,3317.226
C201,2005,alive,252.365,702.1569999999997,755.742,1.952,17.595,141.446,159.041,262.631,77.193,180.433,85.176,266.892,152.256,1018.373,1694.5022,228.848,1018.373,859.332,243.12,511.134,655.313,0.7809999999999999,12.325,124.648,136.97299999999998,228.317,61.00899999999999,131.072,75.90899999999998,184.885,139.191,883.63,1279.8817,174.178,883.63,746.6569999999997,155.251,419.301,429.255,0.0,8.218,74.227,82.445,143.446,50.959,184.561,43.408,111.611,90.805,572.701,1113.4015,222.134,572.701,490.256
C202,2014,alive,1904.323,12064.9,703.824,2822.889,679.298,1086.588,1765.886,1765.886,4.145,833.4789999999997,386.965,3116.623,306.085,2469.71,11475.8172,5691.837,2469.71,703.824,1255.425,9792.053,573.893,2490.354,653.132,634.986,1288.118,1288.118,19.656,523.41,390.572,2612.683,235.781,1862.011,13546.3655,4927.925,1862.011,573.893,852.845,8849.862,660.758,2502.969,499.11800000000005,481.732,980.85,980.85,76.78699999999998,570.465,183.395,2295.049,233.178,1641.608,8853.4288,4961.06,1641.608,660.758
C203,2003,alive,10.062,76.706,8.811,29.0,8.146,5.329,13.475,18.651,0.0,2.802,2.115,21.359,4.851,27.462,47.2818,40.701,27.462,13.987,7.0429999999999975,76.8,8.642000000000001,34.5,7.68,3.064,10.744000000000002,15.701,0.0,4.319,1.001,18.646,5.4510000000000005,24.343000000000004,24.018,43.55,24.343000000000004,13.599,5.854,48.309,7.124,5.5,4.2010000000000005,4.088,8.289,13.466,0.0,3.3710000000000004,2.281,18.853,4.835,20.59,22.8366,13.396,20.59,12.300999999999998
C204,2005,alive,73.51100000000002,168.583,113.486,0.055,5.995,7.307,13.302,46.315,0.0,25.449,8.555,-3.431,40.081,159.80100000000004,365.5179,25.504,159.80100000000004,146.499,116.392,135.566,55.367,0.0289999999999999,0.986,1.951,2.937,15.104,0.0,7.992000000000001,2.273,-11.986,10.792,70.471,423.5693,8.021,70.471,67.53399999999999,35.951,39.726,10.2,0.0,0.568,0.209,0.777,6.086,0.0,2.9810000000000003,0.14,-14.259,3.97,16.285999999999998,143.113,2.9810000000000003,16.285999999999998,15.509
C205,2008,alive,23.821,24.877,4.232,0.0,2.688,-20.188,-17.5,-2.891,0.0,2.181,-22.586,-1149.292,0.62,1.341,8.5709,2.181,1.341,18.841,40.825,46.367,6.979,0.0,2.611,-26.467,-23.856,-5.8610000000000015,0.0,3.632,-9.096,-1126.414,0.182,1.118,112.9769,3.632,1.118,24.974,52.289,59.28100000000001,11.672,0.0,3.969,-40.687,-36.718,4.999,0.0,7.962999999999999,-44.827,-1116.828,3.023,16.671,189.5987,8.184,16.671,53.389
C206,2001,alive,0.258,0.264,0.109,0.0,0.001,-0.015,-0.0139999999999999,0.023,0.243,0.8220000000000001,-0.083,-1.713,0.0139999999999999,0.132,0.0047,0.8220000000000001,0.132,0.146,0.33,0.337,0.356,0.0,0.001,0.036,0.037,0.073,0.314,0.813,0.004,-1.63,0.012,0.429,0.0047,0.813,0.429,0.392,0.428,0.434,0.7040000000000001,0.0,0.001,0.066,0.067,0.1169999999999999,0.331,0.914,0.031,-1.634,0.085,0.821,0.0019,0.914,0.821,0.754
C207,2008,failed,44.849,486.85,41.184,0.0,66.365,19.574,85.939,102.552,0.0,301.788,5.8820000000000014,7.847,22.227,143.736,55.5085,331.121,143.736,57.797,35.746,354.607,32.034,100.0,38.185,10.407,48.592,61.872,0.0,59.658,1.34,-2.193,22.926,93.906,411.8611,179.891,93.906,45.31399999999999,18.369,143.80100000000004,26.054,2.351,25.562,10.536,36.098,46.364,0.0,16.095,7.241,1.457,13.6,72.418,442.7679,20.149,72.418,36.32
C208,2003,alive,46.31,58.075,44.99100000000001,0.0,1.927,-1.746,0.181,6.182,5.5310000000000015,4.643,-1.37,85.039,7.171,51.173,29.2562,9.146,51.173,50.992,65.498,81.229,54.269,0.0,2.143,-1.158,0.985,8.696,8.386000000000001,6.69,1.97,100.463,7.547999999999999,62.965,45.0468,9.658,62.965,61.98,113.383,131.528,73.90899999999998,0.311,4.609,-8.23,-3.621,6.127000000000002,12.335,8.372,-8.623,151.558,10.668,80.036,66.6624,11.025,80.036,83.65700000000002
C209,2010,alive,704.8,1020.6,1038.4,0.0,57.4,156.9,214.3,1040.6,436.0,286.0,93.1,470.1,0.0,2079.0,1543.724,406.3,2079.0,1864.7,686.1,1000.4,1015.0,0.0,56.3,114.1,170.4,975.7,416.8,327.2,66.6,377.0,0.0,1990.7,918.0843,434.8,1990.7,1820.3,565.2,901.1,1018.6,66.0,54.2,40.7,94.9,882.5,429.4,257.6,21.9,310.4,0.0,1901.1,321.8551,423.4,1901.1,1806.2
C210,2003,failed,101.102,266.54,195.187,161.485,5.4,6.638999999999999,12.039,56.615,62.525,53.603,-22.516,1.503,31.877,251.802,52.1884,227.134,251.802,239.763,100.746,273.577,207.102,135.226,5.3,18.988,24.288,70.435,57.117,61.787,0.6920000000000001,25.375,32.942,277.53700000000003,35.3409,211.841,277.53700000000003,253.249,93.139,267.467,225.678,136.461,11.594,20.672,32.266,88.43799999999996,49.224,60.867,-10.771,25.935,35.268,314.116,48.389,206.749,314.116,281.85
C211,2014,alive,2102.0460000000007,3857.295,6946.115,484.226,265.3,520.996,786.296,3543.215,1609.932,1129.03,284.503,1723.552,116.713,10489.33,9099.5024,2191.57,10489.33,9703.034,1857.005,3709.861,6841.665,500.275,238.9,683.0039999999998,921.904,3549.792,1467.016,1080.222,443.575,1567.43,84.064,10391.457,8193.3995,2110.806,10391.457,9469.553,1768.17,3373.065,6071.058000000001,516.32,204.5,699.6010000000001,904.101,3259.947,1426.1629999999998,1065.657,422.24,1232.543,14.949000000000002,9331.005,7341.6377,2075.438,9331.005,8426.904
C212,2004,alive,18.254,27.231,32.893,0.0,3.4930000000000003,-3.595,-0.102,26.947,0.0,13.717,-5.332999999999998,-38.939,9.024,59.84,32.0796,13.717,59.84,59.942,15.198,40.887,47.339,0.573,5.932,-3.2910000000000004,2.641,36.717,0.0,21.286,-0.944,-33.607,10.533,84.056,53.451,22.054,84.056,81.415,19.787,51.05,59.312,1.811,7.359,-9.167,-1.808,41.648,0.0,29.323,-9.407,-32.663000000000004,15.716,100.96,65.4237,31.357,100.96,102.768
C213,2006,failed,86.21600000000002,181.36,234.426,177.479,7.947999999999999,-22.295,-14.347,44.82899999999999,41.473,102.145,-124.624,-204.299,38.367,279.255,32.622,297.875,279.255,293.6020000000001,141.945,331.0540000000001,245.287,158.113,11.443,-30.063,-18.62,52.429,74.313,143.69,-62.081,-76.327,46.603,297.716,52.9536,326.755,297.716,316.336,203.782,402.197,341.851,160.886,10.91,-14.567,-3.657,71.165,132.92,148.545,-26.107,-10.852,31.177,413.016,110.41,339.23,413.016,416.673
C214,2013,alive,132.689,430.541,270.559,56.636,18.136,34.739000000000004,52.875,172.081,18.095,73.652,6.525,102.605,98.612,442.64,389.9806,179.69400000000005,442.64,389.765,139.03,458.821,284.563,78.72399999999998,18.917,24.21,43.127,176.167,22.121,82.57,-23.416,105.756,96.867,460.73,343.6602,208.038,460.73,417.603,159.567,479.513,274.224,73.737,18.057,35.104,53.161,181.069,24.672,104.164,20.611,134.69899999999998,105.587,455.293,288.1306,205.588,455.293,402.132
C215,2005,alive,278.0,548.4,110.8,0.0,15.4,103.1,118.5,327.0,63.3,78.7,-26.2,166.2,83.5,437.8,3235.392000000001,98.1,437.8,319.3,271.9,570.1,89.0,10.0,13.9,90.2,104.1,295.4,56.0,81.0,63.1,205.9,69.2,384.4,2270.675,123.8,384.4,280.3,212.1,501.0,81.5,22.5,15.3,74.6,89.9,251.1,47.0,80.2,53.0,134.7,63.7,332.6,1696.165,149.5,332.6,242.7
C216,2003,alive,21.708,100.374,41.609,22.428,4.229,-3.169,1.06,7.687,7.489,11.88,-2.905,51.574,9.811,49.29600000000001,32.016,36.849,49.29600000000001,48.236,22.247,98.982,51.27,24.044,4.343,-3.0780000000000003,1.265,8.378,7.4060000000000015,6.113,-1.946,55.223,9.149,59.648,34.068000000000005,31.595,59.648,58.383,27.11,104.632,59.785,25.721,4.552,-3.784,0.768,8.213,10.606,7.83,14.708,57.522,9.25,67.998,26.052,34.956,67.998,67.23
C217,2007,failed,382.583,625.571,1392.138,176.287,17.995,-12.627,5.367999999999999,267.842,139.813,274.887,-1.013,-477.031,102.421,1659.98,221.6867,539.303,1659.98,1654.612,393.837,703.171,1707.953,277.65,22.583,-54.514,-31.931,299.969,174.91,255.318,-89.961,-473.132,123.535,2007.922,534.0446,619.018,2007.922,2039.853,513.932,862.035,1986.502,333.341,23.206,35.559,58.765,445.898,177.832,287.872,-28.437,-381.839,154.493,2432.4,600.4532,691.09,2432.4,2373.635
C218,2008,alive,28.027,208.931,150.52700000000004,47.92,8.912,9.109,18.021,18.021,3.961,45.964,3.486,34.873000000000005,15.811,168.548,64.3755,159.819,168.548,150.52700000000004,27.684,192.344,119.435,49.363,8.286,8.821,17.107,17.107,4.251,43.869,3.301,35.885,14.12,136.542,71.1345,142.798,136.542,119.435,20.151,180.913,116.474,50.702,7.742000000000001,10.177,17.919,17.919,4.12,33.097,4.169,35.11,14.025,134.393,79.5928,132.741,134.393,116.474
C219,2007,alive,248.30900000000003,1371.194,674.576,16.715999999999998,82.682,220.351,303.033,406.198,64.753,138.415,141.016,977.322,138.689,1080.774,4167.6456,317.835,1080.774,777.7410000000001,305.191,1236.26,848.4739999999997,16.423,74.687,314.831,389.518,519.315,53.015,151.266,211.409,881.565,150.088,1367.789,2528.963,320.3640000000001,1367.789,978.271,266.825,1052.991,739.7669999999997,18.437,64.558,239.83900000000003,304.397,413.685,43.682,145.28,157.653,707.4810000000001,146.501,1153.452,4200.9713,305.058,1153.452,849.055
C220,2012,alive,116.459,162.093,154.39700000000005,0.0,5.919,13.767,19.686,104.941,41.059,57.264,5.037,-70.487,42.74100000000001,259.338,177.3343,65.359,259.338,239.652,115.545,167.06599999999997,148.192,9.645,6.2079999999999975,14.669,20.877,105.576,40.069,59.1,9.449,-74.308,46.83,253.768,196.832,76.018,253.768,232.891,98.092,153.063,125.761,8.761000000000001,6.3020000000000005,4.887,11.189,90.763,28.609,56.96100000000001,0.7659999999999999,-82.756,47.082,216.524,204.1992,73.609,216.524,205.335
C221,2005,alive,84.35799999999998,329.005,876.8889999999999,194.637,22.073,20.092,42.165,338.601,55.889,77.721,0.976,49.51300000000001,19.424,1215.49,38.532,286.11,1215.49,1173.325,86.54899999999998,348.636,844.505,209.145,20.775,20.352,41.127,330.694,57.12300000000001,82.255,1.8,48.199,19.672,1175.1989999999996,37.05,307.403,1175.1989999999996,1134.072,83.60700000000001,315.246,759.368,180.549,17.288,16.065,33.353,290.285,49.224,79.648,2.283,46.375,17.715999999999994,1049.653,24.9218,276.224,1049.653,1016.3
C222,2013,alive,4123.712,12017.531,421.735,3000.0,310.652,361.319,671.971,3225.164,612.664,1510.669,165.31,9232.763,576.854,3646.899,25127.9814,5851.967,3646.899,2974.928,2947.786,7629.581999999998,501.814,0.0,147.269,-102.2,45.069,2592.188,393.901,997.691,-32.103,9065.46,478.032,3094.002,10137.622,1884.327,3094.002,3048.933,3586.195,7491.755,876.23,0.0,121.857,1199.406,1321.263,3671.532,298.118,929.309,979.058,9084.513,471.784,4547.762,9214.3925,1814.938,4547.762,3226.499000000001
C223,2013,alive,1583.741,2740.272,2678.89,113.719,56.81100000000001,218.367,275.178,627.56,209.23,1207.958,97.167,423.843,729.0319999999997,3306.45,3268.7821,1940.443,3306.45,3031.272,1613.542,2733.9240000000004,2760.112,124.034,65.75,254.156,319.906,654.523,247.393,1176.187,136.02200000000002,268.39,697.676,3414.635,2540.0294,1967.937,3414.635,3094.729000000001,1523.716,2606.943,3890.627,136.428,48.647,231.459,280.106,590.102,183.386,1087.32,162.38299999999995,169.903,525.928,4480.729,2072.6515,1866.278,4480.729,4200.623
C224,2012,alive,14.421,128.71200000000002,170.77200000000005,11.65,10.388,10.464,20.852,34.316,5.765,19.261,6.816,46.601000000000006,1.297,205.088,84.6873,45.056,205.088,184.236,59.928,179.96900000000005,173.295,15.972,10.273,8.23,18.503,33.11,5.59,22.175,2.148,86.28399999999998,1.683,206.405,137.4524,58.244,206.405,187.902,14.86,195.274,258.619,24.25,15.563,14.946,30.509,46.246,5.7170000000000005,29.1,9.473,90.522,1.997,304.865,106.9116,69.74600000000001,304.865,274.356
C225,2005,alive,97.958,200.955,477.0,0.0,21.857,25.27,47.127,47.127,1.982,64.90899999999999,20.437,89.04,68.21600000000001,524.127,196.4002,81.763,524.127,477.0,80.64699999999998,170.692,439.875,2.0,19.899,14.656,34.555,34.555,1.818,56.27,10.754,68.60300000000001,57.95399999999999,474.43,226.0467,73.646,474.43,439.875,76.70100000000002,155.61,384.548,14.0,14.529000000000002,5.11,19.639,19.639,4.053999999999999,38.96,4.27,57.849,55.094,404.187,113.451,71.556,404.187,384.548
C226,2004,failed,49.497,216.943,26.558000000000003,153.534,23.341,-14.733,8.607999999999999,53.87,1.22,41.003,-17.963,-1420.32,7.138999999999999,80.428,52.6596,206.973,80.428,71.82,44.871,226.966,23.621,153.38299999999995,21.093000000000004,-17.983,3.11,49.5,1.778,36.589,10.456,-1416.9589999999994,6.461,73.12100000000002,14.1053,207.406,73.12100000000002,70.01100000000001,55.583,287.249,28.075,213.864,27.542,-29.807,-2.265,76.571,2.434,64.703,-111.374,-1429.201,8.73,104.646,7.5228,280.97900000000004,104.646,106.911
C227,2001,alive,141.87,168.033,180.9,1.71,7.58,36.554,44.13399999999999,76.257,41.596,42.347,22.627,114.501,59.301,257.157,156.5114,45.469,257.157,213.023,128.98,163.592,174.274,1.91,5.2410000000000005,26.982,32.223,61.89100000000001,47.757,36.289,17.026,117.7,53.732,236.165,112.852,40.102,236.165,203.942,116.372,163.692,167.06799999999996,2.15,3.913,28.546,32.459,61.777,37.333,38.97,18.34,110.127,59.381,228.845,173.1083,43.565,228.845,196.386
C228,2008,alive,10073.0,21787.0,1578.0,2329.0,565.0,5222.0,5787.0,11840.0,1299.0,3095.0,3427.0,3606.0,1941.0,13418.0,87304.23,6116.0,13418.0,7631.0,8753.0,18940.0,1370.0,2402.0,476.0,4292.0,4768.0,10354.0,1493.0,3918.0,2769.0,1189.0,1766.0,11724.0,70557.64,7035.0,11724.0,6956.0,5704.0,14842.0,1077.0,2204.0,394.0,3219.0,3613.0,8207.0,1178.0,2157.0,2113.0,-634.0,1666.0,9284.0,85429.89,5364.0,9284.0,5671.0
C229,2001,alive,1.726,3.701,3.3280000000000003,5.642,0.433,-3.255,-2.822,3.506,0.0,3.477,2.311,-57.565,0.357,6.834,2.1115,9.119,6.834,9.656,2.136,5.202000000000001,3.0010000000000003,5.171,0.2689999999999999,-1.71,-1.4409999999999998,2.069,0.0,7.422999999999999,-2.09,-57.68899999999999,1.297,5.07,12.3292,12.594,5.07,6.511,7.302,11.166,17.464000000000002,4.604,1.222,-0.7490000000000001,0.473,11.404000000000002,1.77,14.092,0.7909999999999999,-55.492,4.135,28.868,6.2635,18.696,28.868,28.395
C230,2004,alive,272.18,540.414,413.359,255.165,21.549,51.779,73.328,298.959,97.996,173.676,14.762,70.53699999999998,141.445,712.318,211.8854,462.568,712.318,638.99,258.113,530.5830000000002,399.562,282.019,20.895,54.713,75.608,298.346,86.24,156.36700000000005,-3.262,48.808,128.391,697.908,288.576,476.374,697.908,622.3,265.29900000000004,551.9780000000002,400.116,314.766,23.689,51.347,75.036,301.612,91.92,161.161,-80.01,40.94,121.709,701.7280000000003,135.1797,509.847,701.7280000000003,626.692
C231,2004,failed,2.028,2.424,7.053999999999999,0.103,0.086,-0.048,0.038,1.457,1.072,9.04,1.3090000000000002,-16.083,0.532,8.511000000000001,0.4983,9.708,8.511000000000001,8.472999999999999,2.192,2.405,5.419,0.039,0.102,-0.313,-0.211,0.939,0.6779999999999999,10.302,-0.527,-17.391,0.764,6.358,0.1424,10.997,6.358,6.569,1.442,2.156,4.959,9.084,0.148,0.064,0.212,1.418,0.7290000000000001,0.887,-0.131,-16.864,0.522,6.377000000000002,0.1424,10.221,6.377000000000002,6.165
C232,2007,alive,8445.0,19224.0,18152.0,3209.0,784.0,1288.0,2072.0,3982.0,0.0,4916.0,716.0,7228.0,3603.0,22134.0,10569.46,9359.0,22134.0,20062.0,8257.0,17954.0,17818.0,2965.0,761.0,831.0,1592.0,3450.0,0.0,5234.0,470.0,5448.0,3647.0,21268.0,14169.4609,9908.0,21268.0,19676.0,8502.0,17087.0,16477.0,2939.0,831.0,654.0,1485.0,3280.0,0.0,5048.0,150.0,5004.0,3311.0,19757.0,12579.7954,9497.0,19757.0,18272.0
C233,2004,alive,3947.0,23072.0,14824.0,8070.0,945.0,1817.0,2762.0,4832.0,1548.0,3616.0,623.0,2410.0,1822.0,19656.0,9632.0602,16847.0,19656.0,16894.0,4598.0,24405.0,15849.0,9170.0,1045.0,1189.0,2234.0,4406.0,2192.0,4423.0,254.0,1720.0,1915.0,20255.0,7758.8966,19011.0,20255.0,18021.0,4706.0,24629.0,18115.0,10185.0,1030.0,1203.0,2233.0,5156.0,2136.0,4045.0,-735.0,949.0,2111.0,23271.0,4043.8461,20069.0,23271.0,21038.0
C234,2010,alive,167.109,332.764,312.085,21.11,7.672999999999999,10.078,17.750999999999994,150.436,55.294,99.068,-23.616,72.653,78.264,462.521,240.0516,184.543,462.521,444.77,166.81400000000005,351.87699999999984,314.27,45.0,9.452,10.054,19.506,144.085,59.823,90.265,-1.4580000000000002,86.823,80.925,458.355,180.8784,193.671,458.355,438.849,183.9,359.217,388.445,73.5,9.991,4.735,14.726,164.36900000000003,72.108,91.061,2.236,80.383,87.79799999999999,552.814,97.2214,210.915,552.814,538.0880000000002
C235,2004,alive,4068.0,10731.0,3610.0,2142.0,588.0,2579.0,3167.0,6867.0,1291.0,4203.0,1691.0,7616.0,1211.0,10477.0,44332.2,7822.0,10477.0,7310.0,3650.0,9955.0,3078.0,2453.0,557.0,2190.0,2747.0,6174.0,1094.0,3658.0,1385.0,6245.0,1271.0,9252.0,36987.11,7666.0,9252.0,6505.0,3797.0,9863.0,2984.0,2457.0,500.0,1891.0,2391.0,5469.0,928.0,3488.0,1216.0,5085.0,1513.0,8453.0,31695.84,7557.0,8453.0,6062.0
C236,2005,failed,1469.5,6222.1,1485.4,574.2,275.3,442.6,717.9,778.1,24.2,475.7,423.1,1708.2,555.1,2263.5,11784.2792,1264.6,2263.5,1545.6,1224.6,5998.2,1327.2,586.0,256.8,83.2,340.0,396.5,18.5,773.0,143.7,1459.7,360.8,1723.7,7812.5363,1531.8,1723.7,1383.7,1208.3,6149.7,1448.1,1230.9,273.2,145.6,418.8,466.6,10.5,392.1,129.4,1366.2,313.5,1914.7,5798.2023,1822.1,1914.7,1495.9
C237,2011,alive,5464.6,10713.7,5227.5,2374.4,262.1,1362.4,1624.5,2847.4,2876.6,2075.6,810.4,2179.1,1343.2,8074.9,15498.4967,6975.2,8074.9,6450.4,4671.1,9271.6,4607.2,2352.8,236.7,998.3,1235.0,2359.7,2449.4,1592.4,578.7,1851.1,1196.4,6966.9,11004.6107,5883.8,6966.9,5731.9,4414.4,8741.4,4501.8,2008.1,210.0,950.8,1160.8,2183.8,2290.4,1613.1,597.3,1414.8,1088.2,6685.6,7991.929,5773.8,6685.6,5524.8
C238,2002,alive,8.963,10.644,21.447,0.0,0.061,-3.894,-3.833,-3.833,0.7140000000000001,5.644,-3.324,-40.113,4.092,17.614,0.3893,5.972,17.614,21.447,11.084,14.665,25.601,0.0,0.0819999999999999,-2.505,-2.423,-2.423,0.964,6.698,-7.485,-37.557,6.242000000000001,23.178,1.5822,6.943,23.178,25.601,25.532,33.802,51.326,0.0,0.252,-0.3389999999999999,-0.087,-0.087,2.977,16.848,-6.734,-29.434,14.181,51.239,4.879,17.849,51.239,51.326
C239,2009,failed,931.163,2827.217,5901.348000000001,1456.602,245.46,-108.924,136.536,2912.22,467.227,729.845,-876.498,-1083.215,166.143,8813.568000000001,406.1604,3223.663,8813.568000000001,8677.032,917.247,3545.711,6352.159000000002,1420.631,260.991,17.077,278.068,3164.027,474.002,746.535,-139.881,-228.605,196.537,9516.186,234.7373,3278.341,9516.186,9238.118,884.426,3647.918,4244.51,1262.4260000000004,186.789,-7.126,179.66299999999995,2156.62,505.012,767.337,-160.68,-86.061,173.203,6401.13,1546.2951,3229.775,6401.13,6221.467
C240,2004,alive,919.0,1801.5,1171.5,428.9,96.7,85.7,182.4,432.2,324.2,364.3,62.9,1693.3,320.7,1603.7,1467.235,894.0,1603.7,1421.3,760.4,1693.2,1074.3,427.6,94.7,53.6,148.3,390.3,260.2,402.9,-51.4,1581.7,268.9,1464.6,1375.814,942.9,1464.6,1316.3,847.1,1717.7,991.1,432.6,80.1,115.3,195.4,410.4,252.2,418.2,125.0,1593.5,262.2,1401.5,1198.776,966.0,1401.5,1206.1
C241,2011,alive,10.390999999999998,10.998,10.109,1.0,0.21,-1.011,-0.8009999999999999,5.795,6.733,8.265,-1.261,-41.95399999999999,2.166,15.904000000000002,1.6348,9.419,15.904000000000002,16.705,9.915,10.74,12.089,1.5,0.28,-3.607,-3.327,5.172999999999999,5.638,6.222,-1.705,-40.701,1.992,17.262,2.9496,7.899,17.262,20.589,13.633,14.702,13.749,0.0,0.33,-5.69,-5.36,6.19,6.392,9.825,-6.9910000000000005,-39.032,4.763999999999999,19.939,4.083,10.201,19.939,25.299
C242,2006,alive,44.256,385.962,203.486,112.562,14.37,22.62,36.99,36.99,6.69,31.219,10.123,40.075,25.323,240.476,179.7526,259.326,240.476,203.486,64.312,374.268,209.029,82.944,15.074000000000002,21.757,36.831,36.831,6.36,63.15600000000001,11.18,32.601,26.885,245.86,150.5534,256.894,245.86,209.029,35.462,341.619,193.645,97.493,13.931,21.24,35.171,35.171,4.848,24.468000000000004,11.584,27.536,25.18,228.816,148.1862,232.038,228.816,193.645
